sample,hifi_dir,hic_dir,assembly,busco_genes,bioproject_id,version,date,tolid,taxid,species
OG38,/scratch/pawsey0964/lhuet/genomenotes/OG38/hifi,/scratch/pawsey0964/lhuet/genomenotes/OG38/hic,/scratch/pawsey0964/lhuet/genomenotes/OG38/assembly,/scratch/pawsey0964/lhuet/genomenotes/OG38/busco,PRJNA1219621,hic2,v230609,fOphLin2,241325,Ophthalmolepis lineolata
